ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,Text
1769,200000,1,1,2,27,-1,-1,-1,-1,-1,-1,4890,3630,4882,10955,10435,1665,3630,4882,11034,10435,1665,3765,0,Watch Live: The Bees Have Taken Over A Hot Dog Stand In Times Square
1770,50000,2,2,1,46,-1,-1,-1,-1,-1,-1,569,1436,3220,6592,5085,1050,1440,3224,6621,5396,1050,0,1,Ballot petition nixed for 'Law and Order' actress Diane Neal
1771,360000,1,2,1,56,-1,-1,-1,-1,-1,-1,750,1224,3206,291,951,2941,1236,3537,291,951,2941,291,0,Brewers send former closer Corey Knebel to Triple-A
1772,50000,2,3,1,56,0,0,0,0,0,0,33197,34961,28913,29093,29306,29506,2407,2960,1029,1059,1073,1200,0,Democratic AG candidates spar in televised debate
1773,180000,2,3,1,26,0,0,0,-2,-2,-2,32023,20233,0,0,0,0,10000,0,0,0,0,0,0,Two funerals and a wedding: The shunning of Donald Trump
1774,50000,1,2,2,25,2,2,0,0,0,2,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,1,Walk off win for workers seals fate for brothers
1775,120000,2,1,2,28,-2,-2,-2,-2,-2,-2,-8,2046,0,409,872,1539,2054,0,409,872,1539,580,0,"Entertainment: Robin Leach, 76, 'lifestyles of the rich and famous' host, dies"
1776,80000,2,2,1,37,2,2,2,2,2,2,15234,16893,17834,17250,18470,18023,2200,1500,0,1500,0,1600,1,"Slight heat increase on Thursday, Cairo 35C"
1777,330000,2,1,1,47,1,-2,-2,-2,-2,-1,2246,13990,20992,681,0,5180,13990,21060,681,0,5180,3820,0,Police forces warn of risks around online 'Momo Challenge'
1778,40000,1,3,1,43,0,0,0,0,0,0,41094,36554,37568,38314,39141,40231,1611,1625,1371,1444,1765,1283,1,"Edgestream Partners L.P. Sells 2,564 Shares of Southern Co (SO)"
1779,50000,1,2,2,26,0,0,0,0,0,0,27570,28820,29400,5124,6874,7654,2000,1200,1000,2000,1000,1979,0,Is California Becoming Unlivable?
1780,80000,1,3,1,48,0,0,0,0,0,0,71515,70287,61892,26779,25464,25993,3679,2305,924,1069,1100,1110,0,"Dodgers activate Garcia, Hudson to DL"
1781,450000,1,1,1,41,-1,-1,-1,-2,-1,-1,697,500,0,0,461,-3,505,0,0,461,3,0,0,Gujarat Forensic Sciences University designed forensic vans go beyond the border
1782,30000,2,3,1,48,0,0,0,0,0,0,27947,27035,27876,26640,25896,25481,2000,1800,1500,1500,1500,1500,0,The 3 Biggest Hurdles to Legalizing Marijuana in the United States - Motley Fool
1783,160000,1,2,1,28,0,0,2,2,0,0,62312,66965,67648,66020,67386,68336,5856,2311,0,2377,2000,1881,0,Plastic Blends That can be Biodegraded Locally Coming Soon
1784,80000,2,1,2,22,-1,-1,0,0,-2,-2,10439,11501,12113,-33,2748,90,11501,1000,33,2871,90,0,0,Analysis: McCain's choices for days of tributes deliver a symbolic final rebuke to Trump
1785,400000,1,2,1,34,0,0,0,0,0,2,52271,56788,60049,60876,65178,45933,6000,5000,1902,5000,0,5000,0,Why Susan Calman keeps a punchbag in her garage
1786,220000,1,2,1,60,-1,-1,-1,-1,-1,-1,1994,1598,6944,7161,1534,11248,1606,6978,7196,1541,11304,483,1,Shortage of teachers in many schools: Minister
1787,40000,2,2,1,25,0,0,2,2,2,2,21590,24326,23642,25936,25384,26905,3400,0,3000,0,2100,0,1,Vizcaya provincial gov't allocates repair funds for 3 irrigation projects
1788,280000,2,2,2,27,-1,0,0,0,2,0,82742,153791,85601,108984,105275,117635,10077,27785,30000,23,20000,3406,0,All-star line-up for Aretha Franklin funeral service
1789,50000,2,1,2,25,0,0,0,-2,-2,-2,50380,38712,0,0,0,0,4000,0,0,0,0,0,0,La Cenerentola review - Cinderella has a ball with exuberant panto kitsch
1790,110000,1,2,2,26,0,0,0,0,0,0,106417,103587,56676,47332,45171,47092,9026,6000,2000,2000,3000,4006,0,Release of Elton John's biopic gets new release date
1791,180000,2,1,1,44,1,-1,-1,-1,-1,-1,2788,5646,13647,30848,15520,558,5646,13901,30848,15520,558,26733,0,Dell Technologies Championship: PGA Golf Odds And Predictions
1792,200000,2,1,2,26,0,0,0,0,0,0,18630,15996,16304,14973,20542,15810,1502,1200,300,7000,8000,4000,0,"Hot weather returning to region this week, scattered thunderstorms in store"
1793,390000,2,1,2,33,0,0,0,0,0,0,85538,79875,82853,82747,44143,38488,3500,4502,3518,2003,3001,3000,0,Hurricane Lane floods parts of Hawaii after torrential rains
1794,400000,2,1,2,29,-1,0,0,0,0,0,5154,6016,7056,7310,9943,12849,1060,1100,310,3000,3000,6100,0,Iran accuses Washington of bullying even US allies
1795,120000,2,3,2,37,-1,-1,-1,-1,-1,-1,776,1616,776,776,776,776,1616,776,776,776,776,776,1,January trial set for men charged in fatal 2017 shooting near Oroville
1796,200000,1,1,2,34,1,-2,-2,-2,-2,-2,-800,-2685,-6144,-7905,-10213,-11060,0,0,0,0,0,0,0,American scientist dies while rock climbing in New Zealand
1797,280000,1,2,1,33,0,0,0,0,0,0,207982,196055,182099,185925,188224,186529,8644,6445,15934,7016,6753,6008,0,Tuned in: ACC looks for boost with 2019 launch of TV channel
1798,230000,2,1,2,27,0,0,0,0,0,0,105217,107857,110177,60137,62035,64034,4326,4533,2337,3035,3034,3101,0,"Man Breaks Into Rihanna's Hollywood Hills Home, Spends The Night"
1799,280000,2,1,1,36,-1,-1,-1,-1,-1,-1,21251,33746,8689,41652,9031,14106,33840,8689,41652,9031,14106,6680,0,Arsenal's Aaron Ramsey must ignore contract situation and focus on team - Unai Emery
1800,130000,1,3,2,28,0,0,0,0,0,0,132258,133781,133834,132336,132614,132208,6900,7000,7000,6000,5500,6000,0,"Mackay Shields LLC Purchases Shares of 55,800 NMI Holdings Inc (NMIH)"
1801,160000,2,2,1,35,-1,-1,-1,-1,-1,-1,776,1172,380,776,1172,380,1172,380,776,1172,380,776,1,Who decides how many dead birds are too many?
1802,120000,1,3,1,47,-1,-1,-1,-1,-1,-1,1051,671,291,1051,291,671,671,291,1051,291,671,1051,0,National Coalition for Fishing Communities: Protect California's Drift Gillnet Fishery
1803,300000,2,3,1,31,-1,-1,-1,-1,-1,-1,331,331,331,331,-1,199,332,332,332,0,200,0,0,"'Remember how they lived, not how they died': Joe Biden on losing friend John McCain, son Beau to same disease"
1804,20000,2,1,2,31,-2,-2,-2,-2,-2,-2,264,264,2227,1357,1357,4500,264,2227,1357,1357,4500,1357,0,PTI's Tareen reaches Pakistan to 'support' Dr Alvi in presidential election
1805,450000,1,1,2,31,-1,-1,-1,-1,-1,-1,10350,3629,3271,6271,2135,2546,3629,3271,6271,2135,2546,4877,1,Escroco (ESC) Trading Up 1.3% Over Last Week
1806,250000,1,2,1,30,-2,-2,-2,-2,-2,-2,2419,28965,44179,37145,46733,46963,29062,44385,40682,46873,47104,52448,0,Seattle's Breanna Stewart named WNBA MVP
1807,100000,2,2,1,58,0,0,0,0,0,0,101249,101476,94893,101301,101451,99319,3642,4230,10000,3582,5000,4133,0,Texas Rangers analyst accuses Houston Astros squad of stealing the dugout staredown
1808,150000,2,2,2,27,0,0,0,0,0,0,23165,24515,25592,24949,26846,26908,1723,1800,1100,2300,1000,1300,0,【特賣】Childhome Seat Insert Angel 超值推薦2018熱銷商品
1809,140000,1,2,2,35,0,0,0,0,0,0,101038,66734,64018,64656,65341,66277,4215,3221,2066,1864,1895,1883,0,Better Call Saul Pulled Out One of Its Most Violent Episodes Ever
1810,500000,2,1,2,46,-2,-1,-1,-1,-1,-1,33332,163500,60560,104734,41018,6258,163500,70160,104734,41018,6258,70356,0,"Julie Bishop: 'well-liked, well-briefed and effective'"
1811,20000,1,2,2,36,-1,-1,-1,0,0,0,3152,0,4956,10148,6979,8353,0,4956,200,2000,1500,500,0,Wikibooks:Edit filter/False positives
1812,50000,1,2,2,53,0,0,0,0,0,0,18922,19486,19917,20017,20146,20221,1329,1310,680,705,728,690,0,Netflix just clawed its way out of a bear market. New highs could be next.
1813,100000,1,2,2,39,0,0,0,0,0,0,121895,107315,115214,83649,59993,62813,4500,10000,11000,3000,4000,3000,1,Stretchy gloves offer handy protection - Brief letters
1814,200000,2,2,2,27,2,2,0,0,0,0,186806,166153,157633,145423,146202,144685,0,6908,5200,5400,5700,9101,0,Icelandair Group lowers EBITDA guidance for 2018
1815,150000,2,2,2,37,0,0,0,0,0,0,86037,84679,82490,78890,75240,75639,5000,5000,4000,3500,3000,4000,0,"Temporary modular classrooms erected to cope with overcrowded, crumbling Montreal schools"
1816,80000,1,1,2,23,0,0,0,-1,2,2,60130,59744,44031,48089,44789,30423,2550,1848,6084,38,4,70,0,Casey leads Rancho Cucamonga to 9-6 win over Inland Empire
1817,160000,1,1,1,40,1,-1,-1,-1,-1,-1,0,567,4027,3100,2123,4899,567,4059,3100,2123,4899,3165,0,Birthplace of Ginger Rogers opens as museum in Independence
1818,180000,2,2,1,44,-1,-1,-1,-1,-1,-1,816,803,2599,0,2311,2194,803,2800,0,2311,2542,236,0,STX's Bummer Summer: Weak Box Office and Hong Kong Market Woes Fuel IPO Questions
1819,270000,2,1,1,32,-1,-1,-1,0,0,-1,23351,30960,180473,58839,21334,19080,30972,180519,1177,0,19080,133504,0,Archbishop Chaput to join panel on young people and faith
1820,180000,2,1,2,41,0,0,-1,0,-1,-1,37353,24797,5549,22349,2974,0,1012,5549,17000,3322,0,2633,0,LMI to Develop Healthcare Measures for HHS Under Potential $1.6B IDIQ
1821,120000,1,1,1,54,-1,-1,-1,-1,0,-1,390,390,390,1878,390,930,390,390,1878,0,930,0,1,Upcoming route changes for Osoyoos bus users
1822,110000,2,1,2,29,0,0,0,0,0,0,48088,45980,44231,32489,26354,20221,2000,2010,3000,3000,3000,1000,0,Home of terrorist from fatal Adam stabbing demolished
1823,50000,2,3,1,61,0,0,-2,-2,-1,0,42200,0,0,0,15883,16617,0,0,0,15883,1000,792,0,3 Are Charged in Toppling of 'Silent Sam' Statue
1824,200000,2,3,2,30,0,0,0,0,0,0,185723,166726,160181,161469,104232,151726,8009,6402,6715,4625,50086,5458,0,#SowetoLooting: 'My brother was not looting when he was shot dead'
1825,70000,2,3,1,23,2,-1,-1,-1,-1,-1,254,2746,1885,2216,1348,29873,6840,1885,2216,1348,29873,1000,0,"Adeosun Reassigns Portfolios in SEC, Appoints New Acting DG"
1826,360000,2,2,2,30,0,0,-2,-1,0,0,23900,0,0,150,205150,0,0,0,150,205000,0,0,0,"Nokia 6.1 plus Launched in India, Check Specification, Price & Features"
1827,260000,2,2,1,35,0,0,0,0,0,0,425349,435873,445129,452162,258010,221780,14347,15000,12406,9279,6078,0,1,Y Combinator's Basic Income Experiment Is off to a Slow Start
1828,50000,1,3,1,32,0,0,0,0,0,0,40992,35215,29156,18891,19443,19478,2026,2021,1000,1001,1000,707,0,Judge declines to issue quick ruling on protecting grizzlies
1829,380000,2,2,1,39,-1,-1,0,0,0,0,19261,81961,61189,38875,17876,13313,81975,1480,3000,1000,3000,10024,0,Detailed gross domestic product results for the 2nd quarter of 2018
1830,50000,1,2,2,24,-1,-1,-2,-2,-2,-2,402,-2760,-3650,-3650,-3650,-3650,0,0,0,0,0,0,0,"4 killed in post-Panchayat poll violence in West Bengal's Purulia, Malda districts"
1831,20000,1,3,1,38,0,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1,I Use 55 Different 'Atopa' Styles To Satisfy My Wife In Bed -- Prophet Kumchacha Reveals
1832,270000,1,6,2,32,-2,-2,-2,-2,-2,-2,24089,51408,27067,40359,51264,34874,52398,27787,40569,53500,35051,120391,0,33 Quotes That Will Inspire You to Increase Your Emotional Intelligence
1833,460000,1,1,2,32,0,0,0,0,0,0,386437,393742,392625,368365,377858,362132,15000,15000,15000,15000,15000,20000,0,Labour MPs braced for silence Roy Hattersley lobbies Jeremy Corbyn
1834,60000,1,3,2,24,0,0,0,0,2,0,58819,59810,56566,30627,30203,28648,3000,1768,3954,1000,1500,1200,0,Britain starts work on satellite system to rival EU's Galileo
1835,200000,2,1,1,35,-1,-1,-1,-1,-1,-1,25663,14224,17560,3300,1920,2731,14224,17560,3300,1920,2731,0,0,Burlington Stores Inc (NYSE:BURL) Institutional Investor Sentiment Analysis
1836,50000,2,2,2,37,1,2,2,2,2,2,14008,13493,17259,16684,18017,17581,0,4000,0,1600,0,3000,1,Police in Eastbourne hunt 'bizarre' petrol pump firestarters
1837,20000,2,1,2,22,0,0,0,0,0,0,19760,18570,17604,11973,9517,6799,1376,1383,1000,455,1500,2200,0,LSV Asset Management Has $16.25 Million Stake in Park-Ohio Holdings Corp. (PKOH)
1838,290000,2,2,1,40,0,0,0,0,0,0,274558,256910,229566,148812,53157,47998,10700,11014,5800,1820,2000,2000,1,What Can We Expect From The IWG Plc (LON:IWG) Downgrade By RBC Capital Markets? The Target Price is GBX 200.00
1839,110000,2,2,2,36,0,0,0,0,0,0,116486,105604,96945,74171,70012,62256,4353,3294,5000,8300,5000,5000,0,"Mateon Therapeutics to Present at the Rodman & Renshaw Investor Conference on September 6, 2018"
1840,160000,2,3,1,51,2,2,2,2,2,2,142064,144900,146534,147955,145488,155041,6600,5500,5310,0,12000,0,1,Single Game Tickets On Sale Now
1841,70000,2,2,1,31,0,0,0,0,0,0,60058,49647,43968,41127,39137,28712,1834,1608,1559,1630,1300,1000,0,Red Sonja/Tarzan #4 Review: Back to Cimmeria for the Final Battle
1842,200000,2,1,2,39,-2,-2,-2,-2,-1,-1,0,0,0,0,2330,0,0,0,0,2330,0,0,1,Global stocks soar on US-Mexico trade breakthrough as Canada is sidelined
1843,80000,2,2,2,40,0,0,0,0,0,0,78717,75873,68602,54617,55987,53895,3300,3300,2000,2200,2100,1900,0,German police brace for new anti-Merkel protests after racist mob attacks
1844,20000,1,1,2,41,-2,-2,0,0,0,0,18803,18376,19342,19081,19799,18718,36147,1281,658,1000,1000,760,1,Ariana Grande defends Pete Davidson after he is mocked for eyes
1845,210000,1,1,2,48,-2,-2,-2,-2,-2,-2,0,570,0,0,0,0,570,0,0,0,0,0,0,Julie Bishop makes pitch for the top job
1846,180000,2,3,1,39,2,0,0,-2,-2,-2,172488,72050,0,0,0,0,3450,0,0,0,0,0,1,Transcending authoritarianism: Machiavelli's the Prince vs. the Prince of China
1847,50000,1,2,3,53,0,0,0,0,0,0,34664,17242,18417,18877,18985,18184,1500,1500,1000,800,2000,1000,0,Profire Energy (PFIE) Given Daily News Impact Rating of 0.14
1848,30000,1,2,2,26,1,3,2,2,0,0,31305,30527,30789,29504,30276,29695,0,1060,0,1251,1078,1243,1,TSMC sees pickup in orders for mining ASICs via @DigitimesDotCom
1849,150000,1,1,2,30,-1,-1,-1,-1,-1,-1,6708,1098,1908,1589,9918,-16586,1098,2000,1589,9918,1157,0,0,How we made Jonathan concede defeat to Buhari in 2015 ' Abdusalami Abubakar
1850,150000,1,1,2,28,-1,2,2,-2,-2,-2,1111,820,-311,-602,-893,-1184,0,0,0,0,0,0,1,Injured Oxlade-Chamberlain to Miss Next Football Season
1851,260000,1,1,1,43,1,-1,-1,-1,-1,-2,0,2000,1620,8010,0,0,2000,1620,8080,0,0,0,0,Marco Investment Management LLC Grows Position in Cognizant Technology Solutions Corp (CTSH)
1852,310000,2,1,2,30,0,0,0,0,0,0,304329,292848,279138,252703,248895,244026,14027,16800,11600,11000,10000,30000,0,Indiana chamber staying neutral in state's US Senate race
1853,150000,2,1,2,33,0,0,0,0,0,0,96066,98277,88202,48179,49426,50534,4400,4000,2000,2000,1900,1700,0,"AXT, Inc. (AXTI) on Focus After Forming Inverse H&#038;S Pattern"
1854,200000,2,1,2,27,-1,-1,-1,-1,-1,-1,16093,11163,11657,9423,9726,11070,11197,11657,9423,9726,11070,7976,0,Opportunity Outlook on the Global Benign Prostatic Hyperplasia Therapeutics Market to 2025: High Market Potential ...
1855,150000,1,3,2,45,0,0,0,0,0,0,99247,101194,81194,70590,72040,73423,4268,2725,2505,3000,3000,3000,0,eFlow USA LLC: Airflow Regulator
1856,220000,2,2,1,54,-1,-1,-1,-1,-2,-2,8727,2553,147,0,0,0,3011,147,0,0,0,0,0,"No Amount Of Alcohol Is Good For Your Health, Global Study Says"
1857,540000,2,1,2,34,-1,-1,-1,-1,-1,-1,1784,892,946,946,946,946,892,1000,946,946,946,946,0,Russian journalist facing criminal charges for posting court transcript
1858,280000,1,2,2,30,0,0,0,0,0,0,204773,188704,185257,188344,179764,167051,8038,6000,5083,5000,5036,5000,0,Former day care owner gets 60 days in jail for child abuse caught on camera
1859,230000,1,2,2,32,0,0,0,0,0,0,49619,43435,41719,38072,33802,30435,2072,1689,1046,1025,928,277,0,"#MeToo shifts California Capitol culture, but with hitches"
1860,50000,1,1,1,39,0,0,2,3,2,2,33849,36798,37890,37131,38381,39585,3817,2000,150,2000,2000,1600,0,"Fouled, shoved and pushed, Hazard has last laugh for Chelsea"
1861,20000,2,2,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,222,6345,0,0,0,222,6345,2000,0,Super Micro Computer Target of Unusually Large Options Trading (SMCI)
1862,10000,1,2,2,35,1,6,5,4,3,2,8257,8001,7741,7481,7075,6815,0,0,0,0,0,700,1,New technology can predict fatal heart attack: Study
1863,500000,1,1,1,46,0,0,0,0,0,0,407331,403816,386053,389008,392650,391336,15043,14000,14003,14011,15003,14009,0,Luke Winslow-King - Blue Mesa
1864,50000,2,2,2,24,0,0,0,0,0,0,49819,50135,32101,17401,19820,17399,1672,1246,574,3000,649,285,0,Popular French minister quits during radio interview in blow to Macron
1865,420000,2,2,2,35,-1,-1,-1,-1,-1,-1,7572,18847,16615,14156,9058,3281,18920,16615,14156,9058,3281,5971,0,"BC-BKL--Mystics-Dream,2nd Ld-Writethru"
1866,50000,2,2,2,23,0,0,-1,2,0,0,21998,15299,32514,26479,27396,27789,2063,33730,0,1500,1000,1019,0,Global stocks fall as investors still on tenterhooks over trade deal
1867,280000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,320,2139,0,0,0,320,2139,0,0,0,0,How to Master the Habits of Stevie Ray Vaughan
1868,50000,1,2,1,46,0,0,0,-1,0,0,3656,4400,0,1704,3715,-105,1000,0,1704,2011,0,1649,0,Dragons to wrap Widdop in cotton wool for finals
1869,160000,2,3,1,41,2,2,2,0,0,2,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,1,Pope Francis says he will 'not say one word on' allegations he covered up sexual abuse - ABC Local
1870,40000,2,2,1,23,2,2,2,2,2,2,33895,33068,35704,36173,36796,37288,0,3200,1500,1500,1400,1500,1,Comment on Awkward superheroes: Deadpool and Po by minecraft
1871,100000,2,2,1,31,0,0,-1,-1,0,-1,92265,93873,1473,2946,1473,540,5000,1473,2946,0,540,780,0,An inside look at North Korea's official shopping catalog
1872,50000,2,1,2,26,0,0,0,0,0,0,41003,42032,42699,43617,44509,45420,1733,1400,1300,1271,1300,4500,0,Tsipras tells shipyard workers job creation is a top priority
1873,130000,2,3,2,32,0,0,0,0,0,2,119312,116259,103438,49319,91191,82168,20021,40354,20000,43608,103,10000,0,An Hua Hei Cha (Chinese Black Tea Leaves) Market to Witness Huge Growth by 2023
1874,30000,2,2,2,22,0,0,0,0,0,0,27358,28612,29183,28983,13100,0,2000,1500,0,500,0,0,0,The Latest: Teen killed in shooting near California school
1875,140000,1,2,1,34,-1,-1,-1,-1,-1,-1,430,430,702,430,430,430,430,702,430,430,430,860,1,Pascal Lite Price Hits $0.0111 (PASL)
1876,210000,2,2,1,32,-1,0,0,0,2,0,164015,155235,151267,149478,145041,107495,9320,4894,3301,3,4994,116880,0,Letter to the Editor: Fires: my opinion
1877,50000,1,2,1,38,0,0,0,0,0,0,48797,47153,43238,17253,16307,16651,1864,1811,594,587,1000,1000,0,Taissa Farmiga Returns to 'American Horror Story: Apocalypse' to Reprise Both 'Coven' and 'Murder House' Roles
1878,310000,1,2,1,29,0,0,0,0,0,0,31132,45718,62992,62473,69837,69898,20000,20000,2500,11056,3000,4377,0,Beyond Soda: How and Why Your Beverage Options Are Exploding - Wall Street Journal
1879,300000,2,1,1,31,-2,-2,-1,0,0,0,0,1110,12192,7639,1722,4064,1110,12192,300,191,4064,390,0,"Movie Menu: Pretty Woman, The Godfather, Pillow Talk and more"
1880,30000,2,2,2,47,2,2,2,2,2,2,16039,17080,17302,17521,17893,18252,1600,800,800,800,800,0,1,Pope accused of 'complicity' in clergy-abuse case
1881,90000,2,3,1,40,0,0,0,0,0,0,89928,81721,76947,46589,47730,49488,3416,4142,1700,1888,2710,1500,0,"Damian McKenzie, Ngani Laumape show off more than rugby skills at Fashion Week"
1882,150000,2,2,1,34,2,2,2,0,0,0,39465,42829,41845,42844,43999,45110,4000,0,2000,2000,2000,2000,1,Ankita Konwar's fitness journey will inspire you
1883,90000,1,1,2,25,0,0,0,0,0,0,32755,31325,28034,29753,30601,33083,2000,3000,2000,3000,3000,1000,0,'Chocolate Wars' book being made into TV show
1884,80000,2,3,2,65,0,0,0,0,0,0,84985,84247,81619,30095,20639,7849,4000,2048,1300,1700,401,180,0,Trump Unloads on Social Media
1885,100000,2,1,2,28,-1,-1,-1,-1,-1,-1,555,712,712,712,862,712,712,712,712,862,712,1840,1,Insurgency Sandstorm Plans Free Post-Launch Content
1886,10000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bride slammed for ridiculous request
1887,210000,1,1,2,31,0,0,0,0,0,0,161159,165071,173443,179686,197458,138218,8000,13000,10000,20000,7000,7000,0,Emerson Electric Co. (EMR) Stake Lowered by BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp
1888,170000,2,2,1,41,0,-1,-1,-1,-1,0,21170,9698,7360,6380,11937,6378,9734,7373,6380,11937,1000,6881,0,"Hurricane dumps rain on Hawaii, 5 rescued from flooded home"
1889,90000,2,2,1,32,1,2,2,2,2,2,85997,83779,88577,86365,91105,89347,0,7200,0,6200,24,3300,0,Crows staff depart in aftermath of horror year
1890,210000,2,3,2,36,1,-1,-1,-2,-1,-1,0,4866,0,0,5916,0,4866,0,0,5916,0,0,1,Find Out What Your Favourite Dinosaur Reveals About You
1891,50000,2,1,2,26,0,0,0,0,0,0,36806,38212,39141,35524,30842,17043,2000,2000,8156,30000,1644,1209,0,Comment on Matt Patricia not worried about the preseason record by eagleswin
1892,150000,1,1,1,30,1,-1,2,-1,-1,-1,-819,35457,819,2145,17000,23698,36276,0,2145,17000,23698,411,0,Idaho organic inspection program at capacity
1893,80000,2,1,2,30,1,-1,-1,-1,-2,-2,0,1313,880,0,0,0,1313,883,0,0,0,0,0,"Global eReader Market Forecast 2018-2025 Amazon, Sony, Hanvon, Onyx, PocketBook, Bookeen, Ectaco"
1894,130000,2,1,1,38,0,0,0,-2,-2,-2,64942,66775,0,0,0,0,4000,0,0,0,0,0,1,Man Told To Return Rocks To Beach Or Face Criminal Charges
1895,100000,1,2,2,30,1,3,7,6,7,8,72652,90461,89011,96593,105083,103522,20000,0,10000,10000,0,0,1,District Six resumes normal service as a political football
1896,160000,1,1,1,41,0,0,0,-2,-1,0,53935,57997,-3,-3,2987,1993,5000,0,0,2990,6,2409,0,Hold the Mayo! Florida town is changing its name temporarily
1897,250000,1,2,2,31,0,0,0,0,0,0,14451,15774,16780,16807,17158,17500,1504,1510,537,556,559,658,0,Who is Swapna Barman? The first Indian heptathlete to win Gold in Asian Games
1898,500000,2,2,1,42,0,0,0,0,0,-1,60246,74832,126778,82611,71338,29756,40000,85000,139,20000,29761,70000,0,'Arrow' Star Stephen Amell Reveals He Started Off Making Less Than His Co-Stars
1899,260000,1,2,2,32,0,0,0,0,0,0,106093,95060,90948,84986,84491,72248,4410,6500,9500,10000,9000,8000,0,Smalling calls on Man Utd to 'come out fighting' amid talk of rows & rifts at Old Trafford
1900,50000,2,2,1,44,-2,-2,-2,-2,-2,-2,1473,390,390,390,390,0,390,390,390,390,0,780,0,"George Walker, Trailblazing American Composer, Dies At 96"
1901,30000,2,2,2,22,0,0,0,0,0,0,27388,29016,26941,27491,6726,0,2075,1000,550,135,0,0,0,Lester helps Cubs beat Mets 7-4 for 6th straight win
1902,110000,2,2,2,42,1,2,0,0,0,0,57046,51005,48572,49299,47126,48215,0,2100,2500,2000,2250,1200,0,Autodesk and ConocoPhillips rise
1903,500000,1,1,1,39,-1,-1,-1,-1,-1,-1,6057,9418,7667,6222,9435,7235,9418,7667,6222,9435,7235,8840,0,Severe Weather Hits Again
1904,310000,2,1,2,32,0,0,0,0,0,0,35064,38195,39233,39577,42996,46319,4000,2000,2000,4000,4000,4000,0,Top Upcoming Movies 2018 (Weekly #7) Full Trailers HD
1905,580000,1,2,1,37,0,0,0,0,-1,-1,110417,89301,82057,27666,20226,276422,3757,2299,618,2636,326889,8689,0,Anne-Marie holds her own in intimate and animated L.A. show
1906,340000,2,1,1,36,0,0,0,0,0,0,185268,326074,276519,251815,218706,165666,160444,10143,7190,6283,5208,4177,0,Punjab CM announces time-bound SIT probe into sacrilege cases
1907,360000,2,2,1,42,-1,-1,-1,-1,-1,-1,22237,5683,1632,1632,22379,8901,6695,1632,1632,22379,8901,4852,0,"Hurricane Maria Caused 2,975 Deaths In Puerto Rico, Independent Study Estimates"
1908,290000,2,1,2,29,-1,-1,-1,-1,-1,-1,578,7124,7620,0,4788,0,7129,7620,0,4788,0,7026,0,Why Everybody Should Own Physical Gold
1909,30000,1,2,2,36,3,2,2,2,3,2,20424,19809,22478,24111,23447,24951,0,3000,2300,0,2500,0,0,Liberia To Prosecute Perpetrators Of Civil War Atrocities
1910,80000,2,1,2,29,0,0,0,0,0,0,26524,23224,23141,22160,21478,20441,1500,1700,1000,1000,1000,1500,0,'Sick sadist' Paul Hind trolled grieving families
1911,360000,1,1,1,38,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1,American Century Companies Inc. Purchases New Holdings in Mettler-Toledo International Inc. (MTD)
1912,170000,2,1,2,31,-1,-1,-1,-1,-1,-1,1561,1239,7315,10730,1686,9445,1239,7352,10730,1686,9445,3444,0,Australians lash out over latest leadership change
1913,100000,1,2,1,42,0,0,0,0,2,0,56256,57685,58156,61103,59358,60060,3000,2688,5163,0,2358,2472,0,Wildlife park - Should not be allowed
1914,450000,1,2,2,37,0,0,-1,-1,0,0,457627,38692,4549,16885,6440,7440,1000,4549,16885,129,1000,0,0,"Holliday homer, big inning lead Rockies past Cardinals 9-1"
1915,260000,2,1,2,33,-2,-1,-1,-1,0,0,0,204,-810,2190,810,0,204,0,3000,0,0,0,0,Europe remembered as exchange rate rockets
1916,240000,2,1,2,29,0,0,0,-1,-1,-1,25700,28677,22081,3428,67,1832,5009,2000,5000,0,3332,0,0,"Sudha wins silver in women's 3000m steeplechase, Dharun 2nd in 400m men's hurdles"
1917,110000,2,2,2,28,0,0,0,-2,-2,-2,5660,1150,0,0,0,0,2000,0,0,0,0,0,0,"Boy, 16, arrested under Terror Act after 'unknown substance' discovered in raid"
1918,240000,2,2,2,26,0,0,0,0,0,0,184501,177846,167934,169133,175175,146093,7627,6003,5504,10158,6000,6012,0,We Came as Romans Vocalist Kyle Pavlone Dies at 28
1919,220000,2,2,2,35,0,0,0,0,0,0,34819,30937,30348,23459,23200,21281,2006,2022,1002,1007,1000,1008,0,AP: National Enquirer kept safe with damaging Trump stories
